instance,description,status,plan,error
instance-2669.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.",ok,"unstack b from d;
put down b;
unstack d from a;
put down d;
unstack a from c;
stack a on d;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-2670.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on c.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
unstack a from b;
put down a;
pick up c;
stack c on b;
pick up d;
stack d on c;
",
instance-2671.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.
d is on a.",ok,"unstack b from c;
put down b;
unstack c from a;
put down c;
unstack a from d;
stack a on b;
pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-2672.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.
d is on c.",ok,"unstack c from b;
put down c;
unstack b from d;
put down b;
unstack d from a;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-2673.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.",ok,"unstack a from b;
put down a;
unstack b from c;
stack b on d;
pick up c;
stack c on a;
",
instance-2674.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.
d is on b.",ok,"unstack c from b;
stack c on d;
unstack b from a;
put down b;
unstack c from d;
put down c;
pick up a;
stack a on c;
pick up d;
stack d on b;
unstack a from c;
put down a;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-2675.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on b.
d is on c.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
unstack b from c;
stack b on a;
pick up c;
stack c on b;
pick up d;
stack d on c;
",
instance-2676.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on a.",ok,"unstack a from d;
put down a;
unstack d from c;
stack d on a;
",
instance-2677.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.",ok,"unstack c from d;
put down c;
unstack d from b;
put down d;
unstack b from a;
stack b on d;
",
instance-2678.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on c.",ok,"unstack d from b;
put down d;
unstack b from c;
put down b;
pick up d;
stack d on c;
",
instance-2679.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack d from c;
put down d;
unstack c from b;
stack c on a;
pick up b;
stack b on c;
",
instance-2680.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.
d is on c.",ok,"unstack d from a;
put down d;
unstack a from b;
put down a;
unstack b from c;
stack b on d;
pick up c;
stack c on a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-2681.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"unstack d from c;
stack d on b;
pick up c;
stack c on d;
",
instance-2682.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.
d is on a.",ok,"pick up d;
stack d on a;
unstack c from b;
stack c on d;
",
instance-2683.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on b.",ok,"unstack d from c;
stack d on b;
unstack c from a;
put down c;
pick up a;
stack a on c;
",
instance-2684.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
unstack c from d;
put down c;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-2685.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
c is on a.",ok,"unstack b from c;
put down b;
unstack c from d;
put down c;
pick up a;
stack a on d;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-2686.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
d is on b.",ok,"unstack c from a;
put down c;
pick up a;
stack a on c;
unstack d from b;
put down d;
pick up b;
stack b on a;
pick up d;
stack d on b;
",
instance-2687.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on b.",ok,"unstack c from d;
stack c on a;
pick up d;
stack d on b;
",
instance-2688.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.",ok,"unstack c from d;
put down c;
unstack d from b;
put down d;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-2689.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
d is on b.",ok,"unstack b from c;
put down b;
unstack c from d;
put down c;
pick up a;
stack a on d;
pick up b;
stack b on c;
unstack a from d;
put down a;
pick up d;
stack d on b;
pick up a;
stack a on d;
",
instance-2690.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on b.",ok,"unstack c from a;
put down c;
pick up a;
stack a on c;
",
instance-2691.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.",ok,"unstack d from b;
put down d;
unstack c from a;
stack c on b;
pick up a;
stack a on d;
unstack c from b;
put down c;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-2692.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"unstack b from a;
put down b;
unstack a from d;
stack a on c;
pick up b;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2693.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"pick up b;
stack b on d;
unstack c from a;
stack c on b;
pick up a;
stack a on c;
",
instance-2694.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.",ok,"unstack b from a;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
",
instance-2695.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on a.",ok,"unstack d from b;
stack d on a;
unstack b from c;
stack b on d;
",
instance-2696.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
unstack b from d;
stack b on a;
",
instance-2697.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.
d is on a.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
put down a;
pick up b;
stack b on c;
pick up d;
stack d on a;
unstack b from c;
put down b;
pick up c;
stack c on d;
pick up b;
stack b on c;
",
instance-2698.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.
d is on b.",ok,"unstack d from a;
put down d;
unstack a from c;
put down a;
unstack c from b;
stack c on a;
pick up b;
stack b on c;
pick up d;
stack d on b;
",
instance-2699.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on c.",ok,"unstack c from d;
put down c;
unstack d from a;
stack d on c;
unstack a from b;
stack a on d;
",
instance-2700.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.
d is on b.",ok,"unstack b from c;
put down b;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-2701.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.",ok,"unstack d from c;
put down d;
pick up c;
stack c on d;
pick up b;
stack b on c;
",
instance-2702.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.",ok,"unstack d from a;
put down d;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2703.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on c.",ok,"unstack a from d;
put down a;
pick up b;
stack b on d;
",
instance-2704.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
d is on a.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
unstack a from b;
stack a on c;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-2705.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on b.",ok,"unstack a from d;
put down a;
unstack d from c;
stack d on b;
pick up c;
stack c on a;
",
instance-2706.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
d is on c.",ok,"unstack d from b;
stack d on c;
unstack b from a;
stack b on d;
pick up a;
stack a on b;
",
instance-2707.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
pick up a;
stack a on d;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-2708.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.
d is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
pick up c;
stack c on a;
pick up d;
stack d on b;
unstack c from a;
put down c;
pick up a;
stack a on d;
pick up c;
stack c on a;
",
instance-2709.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on a.
d is on c.",ok,"unstack a from d;
put down a;
unstack c from b;
stack c on a;
pick up d;
stack d on c;
",
instance-2710.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on c.",ok,"unstack b from c;
put down b;
unstack c from a;
stack c on b;
pick up d;
stack d on c;
",
instance-2711.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on c.",ok,"unstack a from d;
put down a;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-2712.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.",ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
unstack c from d;
put down c;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-2713.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack d from b;
put down d;
pick up b;
stack b on a;
",
instance-2714.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.
d is on c.",ok,"unstack b from c;
put down b;
pick up c;
stack c on b;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-2715.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on d.",ok,"unstack b from d;
put down b;
unstack d from a;
put down d;
pick up b;
stack b on a;
pick up c;
stack c on d;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-2716.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.",ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from d;
put down b;
pick up a;
stack a on d;
pick up c;
stack c on a;
",
instance-2717.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
d is on a.",ok,"unstack b from d;
put down b;
pick up a;
stack a on b;
unstack d from c;
stack d on a;
",
instance-2718.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on a.",ok,"unstack d from b;
stack d on a;
pick up b;
stack b on d;
",
instance-2719.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.
d is on b.",ok,"pick up a;
stack a on c;
pick up d;
stack d on b;
unstack a from c;
put down a;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-2720.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.
d is on a.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-2721.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.",ok,"unstack c from d;
put down c;
unstack d from b;
put down d;
unstack b from a;
put down b;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2722.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.
d is on a.",ok,"unstack d from a;
put down d;
unstack a from b;
put down a;
pick up b;
stack b on c;
pick up d;
stack d on a;
unstack b from c;
put down b;
pick up c;
stack c on d;
pick up b;
stack b on c;
",
instance-2723.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
c is on a.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
unstack c from d;
stack c on a;
pick up b;
stack b on d;
unstack c from a;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
",
instance-2724.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.",ok,"unstack b from d;
put down b;
pick up c;
stack c on d;
",
instance-2725.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.
d is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
pick up d;
stack d on b;
",
instance-2726.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on a.",ok,"unstack c from d;
stack c on b;
pick up d;
stack d on a;
",
instance-2727.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.",ok,"unstack b from c;
put down b;
unstack a from d;
stack a on c;
",
instance-2728.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on b.
d is on c.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
unstack b from d;
stack b on a;
pick up c;
stack c on b;
pick up d;
stack d on c;
",
instance-2729.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.
d is on a.",ok,"unstack c from a;
put down c;
unstack a from d;
put down a;
unstack d from b;
stack d on a;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-2730.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
d is on a.",ok,"unstack c from b;
put down c;
unstack b from d;
stack b on c;
unstack d from a;
put down d;
pick up a;
stack a on b;
pick up d;
stack d on a;
",
instance-2731.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.",ok,"pick up a;
stack a on d;
unstack b from c;
stack b on a;
pick up c;
stack c on b;
",
instance-2732.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"unstack c from b;
put down c;
unstack a from d;
stack a on c;
pick up b;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-2733.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
d is on a.",ok,"unstack a from c;
put down a;
unstack b from d;
stack b on c;
pick up d;
stack d on a;
",
instance-2734.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.",ok,"unstack d from b;
put down d;
pick up a;
stack a on b;
",
instance-2735.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.",ok,"unstack a from c;
stack a on d;
unstack c from b;
put down c;
pick up b;
stack b on a;
",
instance-2736.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on c.",ok,"unstack b from c;
put down b;
unstack c from d;
stack c on b;
pick up d;
stack d on c;
",
instance-2737.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
d is on b.",ok,"unstack a from d;
put down a;
unstack c from b;
put down c;
pick up d;
stack d on b;
",
